"x" "y"
12 24
13 24
14 24
15 24
16 24
17 24
18 24
11 23
12 23
13 23
14 23
15 23
16 23
17 23
18 23
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
18 22
9 21
10 21
11 21
12 21
13 21
16 21
17 21
18 21
8 20
9 20
10 20
11 20
12 20
16 20
17 20
18 20
19 20
20 20
7 19
8 19
9 19
10 19
11 19
16 19
17 19
18 19
19 19
20 19
21 19
22 19
6 18
7 18
8 18
9 18
10 18
18 18
19 18
20 18
21 18
22 18
23 18
5 17
6 17
7 17
8 17
9 17
20 17
21 17
22 17
23 17
24 17
5 16
6 16
7 16
8 16
21 16
22 16
23 16
24 16
5 15
6 15
7 15
8 15
22 15
23 15
24 15
5 14
6 14
7 14
22 14
23 14
24 14
5 13
6 13
7 13
22 13
23 13
24 13
5 12
6 12
20 12
21 12
22 12
23 12
24 12
5 11
6 11
19 11
20 11
21 11
22 11
23 11
24 11
5 10
6 10
7 10
18 10
19 10
20 10
21 10
22 10
5 9
6 9
7 9
8 9
17 9
18 9
19 9
20 9
21 9
5 8
6 8
7 8
8 8
9 8
14 8
15 8
16 8
17 8
18 8
19 8
20 8
6 7
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
7 6
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
9 5
10 5
11 5
12 5
13 5
14 5
