"x" "y"
14 24
15 24
16 24
17 24
18 24
19 24
12 23
13 23
14 23
15 23
16 23
17 23
18 23
19 23
20 23
21 23
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
18 22
19 22
20 22
21 22
22 22
9 21
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
19 21
20 21
21 21
22 21
9 20
10 20
11 20
12 20
13 20
14 20
15 20
18 20
19 20
20 20
21 20
22 20
23 20
8 19
9 19
10 19
11 19
12 19
13 19
19 19
20 19
21 19
22 19
23 19
8 18
9 18
10 18
11 18
12 18
20 18
21 18
22 18
23 18
24 18
7 17
8 17
9 17
10 17
11 17
12 17
20 17
21 17
22 17
23 17
24 17
7 16
8 16
9 16
10 16
11 16
20 16
21 16
22 16
23 16
24 16
7 15
8 15
9 15
10 15
21 15
22 15
23 15
24 15
6 14
7 14
8 14
9 14
20 14
21 14
22 14
23 14
6 13
7 13
8 13
9 13
20 13
21 13
22 13
23 13
5 12
6 12
7 12
8 12
9 12
19 12
20 12
21 12
22 12
23 12
5 11
6 11
7 11
8 11
9 11
18 11
19 11
20 11
21 11
22 11
5 10
6 10
7 10
8 10
9 10
10 10
17 10
18 10
19 10
20 10
21 10
5 9
6 9
7 9
8 9
9 9
10 9
11 9
12 9
16 9
17 9
18 9
19 9
20 9
21 9
5 8
6 8
7 8
8 8
9 8
10 8
11 8
12 8
13 8
14 8
15 8
16 8
17 8
18 8
19 8
20 8
6 7
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
7 6
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
18 6
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
