"x" "y"
12 23
13 23
14 23
15 23
16 23
17 23
18 23
11 22
12 22
13 22
14 22
15 22
16 22
17 22
18 22
11 21
12 21
13 21
14 21
16 21
17 21
18 21
19 21
10 20
11 20
12 20
13 20
17 20
18 20
19 20
9 19
10 19
11 19
12 19
13 19
18 19
19 19
20 19
9 18
10 18
11 18
18 18
19 18
20 18
9 17
10 17
11 17
19 17
20 17
8 16
9 16
10 16
19 16
20 16
21 16
8 15
9 15
20 15
21 15
8 14
9 14
20 14
21 14
8 13
9 13
20 13
21 13
8 12
9 12
20 12
21 12
8 11
9 11
20 11
21 11
8 10
9 10
19 10
20 10
21 10
8 9
9 9
19 9
20 9
8 8
9 8
10 8
18 8
19 8
20 8
9 7
10 7
11 7
17 7
18 7
19 7
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
18 6
19 6
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
11 4
12 4
13 4
14 4
15 4
16 4
