"x" "y"
15 24
16 24
17 24
18 24
19 24
20 24
21 24
13 23
14 23
15 23
16 23
17 23
18 23
19 23
20 23
21 23
22 23
12 22
13 22
14 22
15 22
16 22
17 22
18 22
19 22
20 22
21 22
22 22
11 21
12 21
13 21
14 21
20 21
21 21
22 21
10 20
11 20
12 20
13 20
14 20
21 20
22 20
10 19
11 19
12 19
21 19
22 19
23 19
8 18
9 18
10 18
11 18
12 18
21 18
22 18
23 18
8 17
9 17
10 17
11 17
22 17
23 17
7 16
8 16
9 16
10 16
11 16
21 16
22 16
23 16
7 15
8 15
9 15
10 15
21 15
22 15
23 15
6 14
7 14
8 14
9 14
21 14
22 14
6 13
7 13
8 13
9 13
20 13
21 13
22 13
6 12
7 12
8 12
20 12
21 12
22 12
5 11
6 11
7 11
8 11
18 11
19 11
20 11
21 11
5 10
6 10
7 10
17 10
18 10
19 10
20 10
21 10
5 9
6 9
7 9
8 9
16 9
17 9
18 9
19 9
6 8
7 8
8 8
9 8
10 8
15 8
16 8
17 8
18 8
19 8
6 7
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
7 6
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
10 5
11 5
12 5
13 5
14 5
