"x" "y"
18 24
19 24
20 24
21 24
22 24
16 23
17 23
18 23
19 23
20 23
21 23
22 23
23 23
12 22
13 22
14 22
15 22
16 22
17 22
18 22
19 22
20 22
21 22
22 22
23 22
24 22
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
19 21
20 21
21 21
22 21
23 21
24 21
10 20
11 20
12 20
13 20
14 20
15 20
16 20
17 20
18 20
22 20
23 20
24 20
8 19
9 19
10 19
11 19
12 19
13 19
14 19
15 19
16 19
17 19
18 19
22 19
23 19
24 19
7 18
8 18
9 18
10 18
11 18
12 18
13 18
14 18
16 18
17 18
22 18
23 18
24 18
7 17
8 17
9 17
10 17
11 17
12 17
13 17
22 17
23 17
24 17
6 16
7 16
8 16
9 16
10 16
11 16
12 16
22 16
23 16
24 16
5 15
6 15
7 15
8 15
9 15
10 15
11 15
21 15
22 15
23 15
24 15
5 14
6 14
7 14
8 14
9 14
10 14
21 14
22 14
23 14
24 14
5 13
6 13
7 13
8 13
9 13
20 13
21 13
22 13
23 13
24 13
5 12
6 12
7 12
8 12
9 12
19 12
20 12
21 12
22 12
23 12
5 11
6 11
7 11
8 11
9 11
18 11
19 11
20 11
21 11
22 11
5 10
6 10
7 10
8 10
9 10
10 10
16 10
17 10
18 10
19 10
20 10
21 10
22 10
5 9
6 9
7 9
8 9
9 9
10 9
14 9
15 9
16 9
17 9
18 9
19 9
20 9
5 8
6 8
7 8
8 8
9 8
10 8
11 8
12 8
13 8
14 8
15 8
16 8
17 8
18 8
19 8
5 7
6 7
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
6 6
7 6
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
7 5
8 5
9 5
10 5
11 5
12 5
13 5
14 5
