"x" "y"
17 22
18 22
19 22
20 22
15 21
16 21
17 21
18 21
19 21
20 21
21 21
22 21
13 20
14 20
15 20
16 20
17 20
18 20
19 20
20 20
21 20
22 20
11 19
12 19
13 19
14 19
15 19
16 19
17 19
18 19
19 19
20 19
21 19
22 19
10 18
11 18
12 18
13 18
14 18
15 18
21 18
22 18
9 17
10 17
11 17
12 17
13 17
21 17
22 17
8 16
9 16
10 16
11 16
12 16
21 16
22 16
7 15
8 15
9 15
10 15
21 15
22 15
6 14
7 14
8 14
9 14
10 14
20 14
21 14
22 14
5 13
6 13
7 13
8 13
9 13
10 13
11 13
20 13
21 13
22 13
5 12
6 12
7 12
19 12
20 12
21 12
4 11
5 11
6 11
19 11
20 11
3 10
4 10
5 10
6 10
17 10
18 10
19 10
20 10
3 9
4 9
5 9
16 9
17 9
18 9
19 9
20 9
3 8
4 8
15 8
16 8
17 8
18 8
19 8
3 7
4 7
14 7
15 7
16 7
17 7
3 6
4 6
5 6
6 6
11 6
12 6
13 6
14 6
15 6
16 6
11 5
12 5
13 5
