"x" "y"
7 24
8 24
10 24
11 24
12 24
13 24
14 24
15 24
6 23
7 23
8 23
9 23
10 23
11 23
12 23
13 23
14 23
15 23
16 23
6 22
7 22
8 22
9 22
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
5 21
6 21
7 21
8 21
14 21
15 21
16 21
17 21
18 21
5 20
6 20
7 20
15 20
16 20
17 20
18 20
19 20
5 19
6 19
7 19
16 19
17 19
18 19
19 19
20 19
5 18
6 18
7 18
17 18
18 18
19 18
20 18
5 17
6 17
7 17
18 17
19 17
20 17
21 17
5 16
6 16
7 16
19 16
20 16
21 16
22 16
5 15
6 15
7 15
20 15
21 15
22 15
23 15
5 14
6 14
7 14
20 14
21 14
22 14
23 14
5 13
6 13
7 13
21 13
22 13
23 13
24 13
6 12
7 12
8 12
22 12
23 12
24 12
6 11
7 11
8 11
22 11
23 11
24 11
6 10
7 10
8 10
22 10
23 10
24 10
6 9
7 9
8 9
9 9
21 9
22 9
23 9
24 9
7 8
8 8
9 8
10 8
20 8
21 8
22 8
23 8
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
20 7
21 7
22 7
23 7
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
18 6
19 6
20 6
21 6
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
18 5
