"x" "y"
10 23
11 23
12 23
13 23
14 23
15 23
16 23
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
9 21
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
9 20
10 20
11 20
12 20
13 20
17 20
18 20
19 20
8 19
9 19
10 19
11 19
17 19
18 19
19 19
8 18
9 18
10 18
18 18
19 18
20 18
7 17
8 17
9 17
10 17
19 17
20 17
7 16
8 16
9 16
19 16
20 16
21 16
7 15
8 15
9 15
19 15
20 15
21 15
7 14
8 14
9 14
20 14
21 14
7 13
8 13
20 13
21 13
7 12
8 12
21 12
22 12
6 11
7 11
8 11
21 11
22 11
6 10
7 10
8 10
21 10
22 10
6 9
7 9
8 9
21 9
22 9
7 8
8 8
20 8
21 8
22 8
7 7
8 7
19 7
20 7
21 7
22 7
7 6
8 6
9 6
18 6
19 6
20 6
21 6
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
18 5
19 5
20 5
21 5
10 4
11 4
12 4
13 4
14 4
15 4
16 4
17 4
18 4
19 4
