"x" "y"
12 24
13 24
14 24
15 24
16 24
10 23
11 23
12 23
13 23
14 23
15 23
16 23
17 23
9 22
10 22
11 22
12 22
13 22
15 22
16 22
17 22
18 22
7 21
8 21
9 21
10 21
11 21
16 21
17 21
18 21
19 21
20 21
6 20
7 20
8 20
9 20
16 20
17 20
18 20
19 20
20 20
21 20
6 19
7 19
8 19
16 19
17 19
20 19
21 19
22 19
5 18
6 18
7 18
21 18
22 18
23 18
5 17
6 17
22 17
23 17
24 17
5 16
6 16
23 16
24 16
5 15
6 15
23 15
24 15
5 14
6 14
23 14
24 14
5 13
6 13
23 13
24 13
5 12
6 12
7 12
23 12
24 12
5 11
6 11
7 11
23 11
24 11
6 10
7 10
8 10
23 10
24 10
6 9
7 9
8 9
9 9
22 9
23 9
24 9
7 8
8 8
9 8
10 8
21 8
22 8
23 8
9 7
10 7
11 7
12 7
13 7
18 7
19 7
20 7
21 7
22 7
23 7
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
18 6
19 6
20 6
21 6
22 6
12 5
13 5
14 5
15 5
16 5
17 5
18 5
19 5
