"x" "y"
16 23
17 23
18 23
19 23
15 22
16 22
17 22
18 22
19 22
20 22
21 22
22 22
14 21
15 21
16 21
17 21
18 21
19 21
20 21
21 21
22 21
23 21
12 20
13 20
14 20
15 20
16 20
17 20
18 20
19 20
20 20
21 20
22 20
23 20
12 19
13 19
14 19
15 19
16 19
17 19
18 19
19 19
20 19
21 19
22 19
23 19
11 18
12 18
13 18
14 18
15 18
16 18
17 18
18 18
22 18
23 18
10 17
11 17
12 17
13 17
14 17
22 17
23 17
9 16
10 16
11 16
12 16
13 16
22 16
23 16
8 15
9 15
10 15
11 15
12 15
21 15
22 15
23 15
7 14
8 14
9 14
10 14
11 14
21 14
22 14
23 14
6 13
7 13
8 13
9 13
10 13
20 13
21 13
22 13
5 12
6 12
7 12
8 12
9 12
19 12
20 12
21 12
22 12
5 11
6 11
7 11
8 11
19 11
20 11
21 11
4 10
5 10
6 10
7 10
8 10
18 10
19 10
20 10
21 10
4 9
5 9
6 9
7 9
16 9
17 9
18 9
19 9
20 9
4 8
5 8
6 8
16 8
17 8
18 8
19 8
4 7
5 7
6 7
15 7
16 7
17 7
18 7
19 7
4 6
5 6
6 6
13 6
14 6
15 6
16 6
17 6
18 6
4 5
5 5
6 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
4 4
5 4
6 4
7 4
8 4
9 4
10 4
11 4
12 4
13 4
14 4
15 4
