"x" "y"
15 27
16 27
17 27
16 26
17 26
12 21
13 21
14 21
15 21
16 21
17 21
18 21
11 20
12 20
13 20
14 20
15 20
16 20
17 20
18 20
19 20
11 19
12 19
13 19
14 19
15 19
16 19
17 19
18 19
19 19
10 18
11 18
12 18
13 18
14 18
15 18
16 18
17 18
18 18
19 18
10 17
11 17
12 17
13 17
14 17
15 17
16 17
17 17
18 17
19 17
9 16
10 16
11 16
12 16
13 16
14 16
15 16
16 16
17 16
18 16
19 16
8 15
9 15
10 15
11 15
12 15
13 15
14 15
15 15
16 15
17 15
18 15
19 15
8 14
9 14
10 14
11 14
12 14
15 14
16 14
17 14
18 14
19 14
8 13
9 13
10 13
11 13
14 13
15 13
16 13
17 13
18 13
19 13
8 12
9 12
10 12
11 12
12 12
13 12
14 12
15 12
16 12
17 12
18 12
19 12
8 11
9 11
10 11
11 11
12 11
13 11
14 11
15 11
16 11
17 11
18 11
19 11
8 10
9 10
10 10
11 10
12 10
13 10
14 10
15 10
16 10
17 10
18 10
8 9
9 9
10 9
11 9
12 9
13 9
14 9
15 9
16 9
17 9
8 8
9 8
10 8
11 8
12 8
13 8
14 8
15 8
16 8
