"x" "y"
13 24
14 24
15 24
16 24
19 24
20 24
12 23
13 23
14 23
15 23
16 23
19 23
20 23
21 23
11 22
12 22
13 22
14 22
19 22
20 22
21 22
11 21
12 21
13 21
20 21
21 21
10 20
11 20
12 20
20 20
21 20
22 20
10 19
11 19
12 19
20 19
21 19
22 19
9 18
10 18
11 18
20 18
21 18
22 18
9 17
10 17
11 17
20 17
21 17
22 17
9 16
10 16
20 16
21 16
8 15
9 15
10 15
19 15
20 15
21 15
8 14
9 14
10 14
19 14
20 14
21 14
8 13
9 13
10 13
19 13
20 13
21 13
8 12
9 12
10 12
18 12
19 12
20 12
21 12
7 11
8 11
9 11
18 11
19 11
20 11
7 10
8 10
9 10
17 10
18 10
19 10
20 10
8 9
9 9
10 9
16 9
17 9
18 9
19 9
8 8
9 8
10 8
15 8
16 8
17 8
18 8
9 7
10 7
11 7
13 7
14 7
15 7
16 7
17 7
18 7
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
10 5
11 5
12 5
13 5
14 5
15 5
16 5
