"x" "y"
8 22
9 22
10 22
11 22
12 22
13 22
14 22
15 22
8 21
9 21
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
19 21
7 20
8 20
9 20
10 20
11 20
12 20
13 20
14 20
15 20
16 20
17 20
18 20
19 20
20 20
7 19
8 19
9 19
10 19
14 19
15 19
16 19
17 19
18 19
19 19
20 19
21 19
22 19
6 18
7 18
8 18
9 18
10 18
15 18
18 18
19 18
20 18
21 18
22 18
23 18
6 17
7 17
8 17
9 17
20 17
21 17
22 17
23 17
24 17
5 16
6 16
7 16
8 16
22 16
23 16
24 16
5 15
6 15
7 15
22 15
23 15
24 15
5 14
6 14
7 14
22 14
23 14
24 14
5 13
6 13
7 13
22 13
23 13
24 13
5 12
6 12
22 12
23 12
24 12
5 11
6 11
21 11
22 11
23 11
24 11
5 10
6 10
7 10
19 10
20 10
21 10
22 10
23 10
5 9
6 9
7 9
8 9
18 9
19 9
20 9
21 9
22 9
23 9
6 8
7 8
8 8
9 8
10 8
17 8
18 8
19 8
20 8
21 8
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
20 7
7 6
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
18 6
19 6
10 5
11 5
12 5
13 5
14 5
15 5
16 5
