"x" "y"
9 23
10 23
13 23
14 23
15 23
16 23
17 23
18 23
19 23
20 23
9 22
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
18 22
19 22
20 22
21 22
8 21
9 21
10 21
11 21
12 21
13 21
14 21
15 21
18 21
19 21
20 21
21 21
22 21
7 20
8 20
9 20
10 20
11 20
12 20
20 20
21 20
22 20
7 19
8 19
9 19
10 19
11 19
21 19
22 19
23 19
6 18
7 18
8 18
9 18
10 18
21 18
22 18
23 18
6 17
7 17
8 17
21 17
22 17
23 17
6 16
7 16
8 16
22 16
23 16
6 15
7 15
8 15
22 15
23 15
6 14
7 14
22 14
23 14
6 13
7 13
22 13
23 13
6 12
7 12
8 12
22 12
23 12
6 11
7 11
8 11
22 11
23 11
6 10
7 10
8 10
21 10
22 10
23 10
6 9
7 9
8 9
21 9
22 9
23 9
7 8
8 8
9 8
21 8
22 8
7 7
8 7
9 7
10 7
11 7
20 7
21 7
22 7
8 6
9 6
10 6
11 6
12 6
13 6
19 6
20 6
21 6
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
18 5
19 5
20 5
21 5
12 4
13 4
14 4
15 4
16 4
17 4
18 4
19 4
