"x" "y"
14 24
15 24
16 24
17 24
13 23
14 23
15 23
16 23
12 22
13 22
14 22
15 22
16 22
17 22
18 22
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
10 20
11 20
12 20
13 20
14 20
16 20
17 20
18 20
9 19
10 19
11 19
12 19
17 19
18 19
19 19
9 18
10 18
11 18
18 18
19 18
20 18
8 17
9 17
10 17
18 17
19 17
20 17
8 16
9 16
10 16
19 16
20 16
8 15
9 15
10 15
19 15
20 15
7 14
8 14
9 14
19 14
20 14
7 13
8 13
9 13
19 13
20 13
7 12
8 12
18 12
19 12
20 12
7 11
8 11
18 11
19 11
20 11
6 10
7 10
8 10
18 10
19 10
20 10
6 9
7 9
8 9
17 9
18 9
19 9
7 8
8 8
9 8
16 8
17 8
18 8
19 8
7 7
8 7
9 7
10 7
14 7
15 7
16 7
17 7
18 7
7 6
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
18 6
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
