"x" "y"
10 20
11 20
12 20
13 20
14 20
15 20
10 19
11 19
12 19
13 19
14 19
15 19
16 19
17 19
18 19
19 19
20 19
10 18
11 18
12 18
13 18
14 18
15 18
16 18
17 18
18 18
19 18
20 18
21 18
22 18
8 17
9 17
10 17
11 17
12 17
19 17
20 17
21 17
22 17
23 17
7 16
8 16
9 16
10 16
22 16
23 16
24 16
5 15
6 15
7 15
8 15
23 15
24 15
5 14
6 14
7 14
23 14
24 14
5 13
6 13
23 13
24 13
5 12
6 12
22 12
23 12
5 11
6 11
20 11
21 11
22 11
23 11
5 10
6 10
7 10
18 10
19 10
20 10
21 10
22 10
6 9
7 9
8 9
9 9
14 9
15 9
16 9
17 9
18 9
19 9
20 9
8 8
9 8
10 8
11 8
12 8
13 8
14 8
15 8
16 8
17 8
18 8
