"x" "y"
12 24
13 24
14 24
15 24
10 23
11 23
12 23
13 23
14 23
15 23
10 22
11 22
12 22
13 22
14 22
15 22
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
10 20
11 20
12 20
13 20
14 20
15 20
16 20
17 20
18 20
10 19
11 19
12 19
15 19
16 19
17 19
18 19
19 19
10 18
11 18
12 18
16 18
17 18
18 18
19 18
10 17
11 17
12 17
17 17
18 17
19 17
20 17
9 16
10 16
11 16
18 16
19 16
20 16
21 16
9 15
10 15
11 15
19 15
20 15
21 15
9 14
10 14
11 14
19 14
20 14
21 14
9 13
10 13
11 13
19 13
20 13
21 13
8 12
9 12
10 12
11 12
18 12
19 12
20 12
8 11
9 11
10 11
11 11
18 11
19 11
20 11
8 10
9 10
10 10
17 10
18 10
19 10
20 10
8 9
9 9
10 9
16 9
17 9
18 9
19 9
8 8
9 8
10 8
16 8
17 8
18 8
8 7
9 7
10 7
11 7
14 7
15 7
16 7
17 7
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
9 5
10 5
11 5
12 5
13 5
14 5
15 5
