"x" "y"
12 25
13 25
14 25
15 25
16 25
12 24
13 24
14 24
15 24
16 24
17 24
18 24
12 23
13 23
14 23
15 23
16 23
17 23
18 23
19 23
17 22
18 22
19 22
20 22
21 22
19 21
20 21
21 21
19 20
20 20
21 20
22 20
19 19
20 19
21 19
22 19
8 18
9 18
20 18
21 18
22 18
8 17
9 17
21 17
22 17
7 16
8 16
9 16
21 16
22 16
6 15
7 15
8 15
9 15
21 15
22 15
6 14
7 14
8 14
20 14
21 14
22 14
6 13
7 13
8 13
19 13
20 13
21 13
6 12
7 12
8 12
19 12
20 12
21 12
6 11
7 11
8 11
19 11
20 11
21 11
6 10
7 10
8 10
9 10
17 10
18 10
19 10
20 10
6 9
7 9
8 9
9 9
17 9
18 9
19 9
8 8
9 8
10 8
11 8
12 8
13 8
14 8
15 8
16 8
17 8
18 8
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
9 6
10 6
11 6
12 6
13 6
14 6
15 6
