"x" "y"
13 23
14 23
15 23
16 23
17 23
18 23
19 23
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
18 22
19 22
10 21
11 21
12 21
13 21
14 21
15 21
18 21
19 21
9 20
10 20
11 20
12 20
18 20
19 20
20 20
8 19
9 19
10 19
11 19
18 19
19 19
20 19
8 18
9 18
10 18
19 18
20 18
7 17
8 17
9 17
19 17
20 17
7 16
8 16
9 16
19 16
20 16
7 15
8 15
19 15
20 15
7 14
8 14
19 14
20 14
7 13
8 13
19 13
20 13
7 12
8 12
19 12
20 12
7 11
8 11
18 11
19 11
20 11
7 10
8 10
18 10
19 10
20 10
7 9
8 9
17 9
18 9
19 9
7 8
8 8
17 8
18 8
19 8
7 7
8 7
9 7
16 7
17 7
18 7
7 6
8 6
9 6
10 6
14 6
15 6
16 6
17 6
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
17 5
9 4
10 4
11 4
12 4
13 4
14 4
15 4
