"x" "y"
12 24
13 24
14 24
15 24
16 24
11 23
12 23
13 23
14 23
15 23
16 23
17 23
11 22
12 22
13 22
14 22
15 22
16 22
17 22
18 22
10 21
11 21
12 21
13 21
15 21
16 21
17 21
18 21
19 21
10 20
11 20
12 20
16 20
17 20
18 20
19 20
20 20
9 19
10 19
11 19
17 19
18 19
19 19
20 19
9 18
10 18
11 18
17 18
18 18
19 18
20 18
8 17
9 17
10 17
18 17
19 17
20 17
7 16
8 16
9 16
10 16
19 16
20 16
7 15
8 15
9 15
19 15
20 15
7 14
8 14
18 14
19 14
20 14
7 13
8 13
18 13
19 13
20 13
7 12
8 12
17 12
18 12
19 12
20 12
7 11
8 11
17 11
18 11
19 11
7 10
8 10
17 10
18 10
19 10
7 9
8 9
9 9
16 9
17 9
18 9
7 8
8 8
9 8
10 8
15 8
16 8
17 8
18 8
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
9 5
10 5
11 5
12 5
13 5
14 5
15 5
