"x" "y"
16 23
17 23
18 23
19 23
20 23
21 23
15 22
16 22
17 22
18 22
19 22
20 22
21 22
22 22
14 21
15 21
16 21
17 21
18 21
19 21
20 21
21 21
22 21
23 21
14 20
15 20
16 20
17 20
18 20
19 20
20 20
21 20
22 20
23 20
13 19
14 19
15 19
16 19
19 19
20 19
21 19
22 19
23 19
12 18
13 18
14 18
15 18
19 18
20 18
21 18
22 18
23 18
11 17
12 17
13 17
14 17
15 17
21 17
22 17
23 17
10 16
11 16
12 16
13 16
14 16
21 16
22 16
23 16
10 15
11 15
12 15
13 15
21 15
22 15
9 14
10 14
11 14
12 14
21 14
22 14
8 13
9 13
10 13
11 13
12 13
20 13
21 13
22 13
8 12
9 12
10 12
11 12
20 12
21 12
7 11
8 11
9 11
10 11
20 11
21 11
7 10
8 10
9 10
10 10
19 10
20 10
21 10
6 9
7 9
8 9
9 9
10 9
19 9
20 9
6 8
7 8
8 8
9 8
10 8
17 8
6 7
7 7
8 7
9 7
10 7
15 7
16 7
17 7
6 6
7 6
8 6
9 6
10 6
12 6
13 6
14 6
15 6
16 6
6 5
7 5
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
7 4
8 4
9 4
10 4
11 4
12 4
13 4
14 4
