"x" "y"
13 25
14 25
15 25
16 25
12 24
13 24
14 24
15 24
16 24
11 23
12 23
13 23
14 23
15 23
16 23
21 23
22 23
10 22
11 22
12 22
13 22
14 22
15 22
21 22
22 22
10 21
11 21
12 21
13 21
14 21
20 21
21 21
22 21
9 20
10 20
11 20
12 20
13 20
20 20
21 20
22 20
9 19
10 19
11 19
12 19
20 19
21 19
22 19
8 18
9 18
10 18
11 18
20 18
21 18
22 18
8 17
9 17
10 17
11 17
20 17
21 17
22 17
8 16
9 16
10 16
19 16
20 16
21 16
22 16
8 15
9 15
10 15
19 15
20 15
21 15
22 15
7 14
8 14
9 14
10 14
19 14
20 14
21 14
22 14
7 13
8 13
9 13
10 13
19 13
20 13
21 13
22 13
7 12
8 12
9 12
10 12
18 12
19 12
20 12
21 12
22 12
7 11
8 11
9 11
10 11
17 11
18 11
19 11
20 11
21 11
7 10
8 10
9 10
10 10
17 10
18 10
19 10
20 10
21 10
7 9
8 9
9 9
10 9
16 9
17 9
18 9
19 9
20 9
7 8
8 8
9 8
10 8
11 8
12 8
13 8
14 8
15 8
16 8
17 8
18 8
19 8
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
