"x" "y"
15 25
16 25
17 25
15 24
16 24
17 24
18 24
15 23
16 23
17 23
18 23
19 23
14 22
15 22
16 22
17 22
18 22
19 22
12 21
13 21
14 21
15 21
17 21
18 21
19 21
20 21
11 20
12 20
13 20
14 20
15 20
17 20
18 20
19 20
20 20
10 19
11 19
12 19
13 19
14 19
17 19
18 19
19 19
20 19
10 18
11 18
12 18
13 18
14 18
18 18
19 18
20 18
10 17
11 17
12 17
13 17
18 17
19 17
20 17
9 16
10 16
11 16
12 16
18 16
19 16
20 16
9 15
10 15
11 15
12 15
18 15
19 15
20 15
9 14
10 14
11 14
12 14
18 14
19 14
20 14
9 13
10 13
11 13
12 13
17 13
18 13
19 13
20 13
9 12
10 12
11 12
12 12
17 12
18 12
19 12
20 12
9 11
10 11
11 11
12 11
16 11
17 11
18 11
19 11
9 10
10 10
11 10
12 10
15 10
16 10
17 10
18 10
19 10
9 9
10 9
11 9
12 9
13 9
14 9
15 9
16 9
17 9
18 9
9 8
10 8
11 8
12 8
13 8
14 8
15 8
16 8
17 8
10 7
11 7
12 7
13 7
14 7
15 7
16 7
11 6
12 6
13 6
14 6
15 6
