"x" "y"
12 24
13 24
14 24
15 24
16 24
17 24
11 23
12 23
13 23
14 23
15 23
16 23
17 23
18 23
10 22
11 22
12 22
13 22
14 22
16 22
17 22
18 22
9 21
10 21
11 21
12 21
13 21
17 21
18 21
19 21
9 20
10 20
11 20
12 20
17 20
18 20
19 20
20 20
9 19
10 19
11 19
12 19
17 19
18 19
19 19
20 19
9 18
10 18
11 18
12 18
18 18
19 18
20 18
9 17
10 17
11 17
19 17
20 17
21 17
9 16
10 16
11 16
19 16
20 16
21 16
9 15
10 15
11 15
20 15
21 15
9 14
10 14
11 14
20 14
21 14
22 14
9 13
10 13
11 13
20 13
21 13
22 13
9 12
10 12
11 12
12 12
20 12
21 12
22 12
9 11
10 11
11 11
12 11
20 11
21 11
22 11
9 10
10 10
11 10
12 10
20 10
21 10
22 10
10 9
11 9
12 9
19 9
20 9
21 9
22 9
10 8
11 8
12 8
13 8
14 8
18 8
19 8
20 8
21 8
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
20 7
12 6
13 6
14 6
15 6
16 6
17 6
18 6
19 6
14 5
15 5
16 5
17 5
18 5
