"x" "y"
12 24
13 24
14 24
15 24
16 24
12 23
13 23
14 23
15 23
16 23
12 22
13 22
14 22
15 22
16 22
17 22
12 21
13 21
14 21
15 21
16 21
17 21
12 20
13 20
14 20
15 20
16 20
17 20
18 20
11 19
12 19
13 19
14 19
15 19
16 19
17 19
18 19
11 18
12 18
13 18
14 18
15 18
16 18
17 18
18 18
10 17
11 17
12 17
13 17
15 17
16 17
17 17
18 17
19 17
10 16
11 16
12 16
16 16
17 16
18 16
19 16
9 15
10 15
11 15
12 15
16 15
17 15
18 15
19 15
9 14
10 14
11 14
12 14
16 14
17 14
18 14
19 14
9 13
10 13
11 13
17 13
18 13
19 13
8 12
9 12
10 12
11 12
17 12
18 12
19 12
8 11
9 11
10 11
11 11
17 11
18 11
19 11
8 10
9 10
10 10
17 10
18 10
19 10
8 9
9 9
10 9
16 9
17 9
18 9
19 9
8 8
9 8
10 8
15 8
16 8
17 8
18 8
19 8
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
