"x" "y"
10 24
11 24
12 24
10 23
11 23
12 23
13 23
14 23
10 22
11 22
12 22
13 22
14 22
15 22
16 22
10 21
11 21
12 21
13 21
14 21
15 21
16 21
9 20
10 20
11 20
12 20
13 20
14 20
15 20
16 20
17 20
9 19
10 19
11 19
12 19
13 19
15 19
16 19
17 19
9 18
10 18
11 18
12 18
15 18
16 18
17 18
8 17
9 17
10 17
11 17
16 17
17 17
8 16
9 16
10 16
11 16
19 16
20 16
8 15
9 15
10 15
19 15
20 15
21 15
7 14
8 14
9 14
10 14
19 14
20 14
21 14
22 14
7 13
8 13
9 13
10 13
19 13
20 13
21 13
7 12
8 12
9 12
10 12
19 12
20 12
21 12
7 11
8 11
9 11
10 11
18 11
19 11
20 11
21 11
8 10
9 10
10 10
18 10
19 10
20 10
21 10
8 9
9 9
10 9
16 9
17 9
18 9
19 9
20 9
21 9
9 8
10 8
11 8
16 8
17 8
18 8
19 8
20 8
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
20 7
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
18 6
19 6
12 5
13 5
14 5
15 5
16 5
17 5
