"x" "y"
10 24
11 24
12 24
10 23
11 23
12 23
13 23
9 22
10 22
11 22
12 22
13 22
14 22
15 22
16 22
17 22
8 21
9 21
10 21
11 21
12 21
13 21
14 21
15 21
16 21
17 21
18 21
8 20
9 20
10 20
13 20
15 20
16 20
17 20
18 20
19 20
7 19
8 19
9 19
10 19
17 19
18 19
19 19
20 19
21 19
7 18
8 18
9 18
18 18
19 18
20 18
21 18
22 18
7 17
8 17
9 17
19 17
20 17
21 17
22 17
23 17
7 16
8 16
9 16
20 16
21 16
22 16
23 16
7 15
8 15
9 15
21 15
22 15
23 15
7 14
8 14
9 14
21 14
22 14
23 14
7 13
8 13
21 13
22 13
23 13
6 12
7 12
8 12
20 12
21 12
22 12
23 12
6 11
7 11
8 11
19 11
20 11
21 11
22 11
6 10
7 10
8 10
19 10
20 10
21 10
22 10
7 9
8 9
9 9
17 9
18 9
19 9
20 9
7 8
8 8
9 8
16 8
17 8
18 8
19 8
7 7
8 7
9 7
10 7
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
8 6
9 6
10 6
11 6
12 6
13 6
14 6
15 6
16 6
17 6
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
