"x" "y"
16 23
17 23
18 23
19 23
14 22
15 22
17 22
18 22
19 22
20 22
13 21
14 21
15 21
16 21
17 21
18 21
19 21
20 21
21 21
13 20
14 20
15 20
16 20
17 20
18 20
19 20
20 20
21 20
22 20
12 19
13 19
14 19
15 19
20 19
21 19
22 19
11 18
12 18
13 18
14 18
15 18
21 18
22 18
23 18
10 17
11 17
12 17
13 17
21 17
22 17
23 17
9 16
10 16
11 16
12 16
21 16
22 16
23 16
8 15
9 15
10 15
11 15
21 15
22 15
23 15
8 14
9 14
10 14
11 14
21 14
22 14
23 14
7 13
8 13
9 13
10 13
21 13
22 13
23 13
7 12
8 12
9 12
10 12
20 12
21 12
22 12
23 12
7 11
8 11
9 11
20 11
21 11
22 11
6 10
7 10
8 10
19 10
20 10
21 10
22 10
6 9
7 9
8 9
18 9
19 9
20 9
6 8
7 8
8 8
18 8
19 8
20 8
6 7
7 7
8 7
9 7
16 7
17 7
18 7
19 7
7 6
8 6
9 6
10 6
11 6
14 6
15 6
16 6
17 6
18 6
7 5
8 5
9 5
10 5
11 5
12 5
13 5
14 5
15 5
16 5
9 4
10 4
11 4
12 4
13 4
14 4
15 4
