"x" "y"
13 24
14 24
15 24
12 23
13 23
14 23
11 22
12 22
13 22
14 22
10 21
11 21
12 21
13 21
8 20
9 20
10 20
11 20
12 20
13 20
14 20
15 20
16 20
17 20
7 19
8 19
9 19
10 19
11 19
12 19
13 19
14 19
15 19
16 19
17 19
18 19
19 19
7 18
8 18
9 18
10 18
11 18
12 18
15 18
16 18
17 18
18 18
19 18
7 17
8 17
9 17
10 17
11 17
12 17
17 17
18 17
19 17
20 17
8 16
9 16
10 16
11 16
12 16
18 16
19 16
20 16
9 15
10 15
11 15
12 15
18 15
19 15
20 15
21 15
9 14
10 14
11 14
19 14
20 14
21 14
9 13
10 13
11 13
19 13
20 13
21 13
9 12
10 12
11 12
19 12
20 12
21 12
22 12
9 11
10 11
11 11
19 11
20 11
21 11
22 11
9 10
10 10
11 10
12 10
19 10
20 10
21 10
22 10
9 9
10 9
11 9
12 9
13 9
19 9
20 9
21 9
22 9
10 8
11 8
12 8
13 8
14 8
19 8
20 8
21 8
11 7
12 7
13 7
14 7
15 7
16 7
17 7
18 7
19 7
20 7
21 7
12 6
13 6
14 6
15 6
16 6
17 6
18 6
19 6
20 6
13 5
14 5
15 5
16 5
17 5
18 5
19 5
20 5
